ID,Orderable Part,Root Part,ProductFamily,description,ProductLifeCycle
14364,MAX4230AXK+T,MAX4230,Signal Chain,"High-Output-Drive, 10MHz, 10V/µs, Rail-to-Rail I/O Op Amps with Shutdown in SC70",PRODUCTION
14365,MAX4231ART+,MAX4231,Signal Chain,10MHz uCSP Op Amp,PRODUCTION
14366,MAX4231ART+T,MAX4231,Signal Chain,"High-Output-Drive, 10MHz, 10V/µs, Rail-to-Rail I/O Op Amps with Shutdownin SC70",PRODUCTION
14367,MAX4231AUT+,MAX4231,Signal Chain,"High-Output-Drive, 10MHz, 10V/µs, Rail-to-Rail I/O Op Amps with Shutdown in SC70",PRODUCTION
14368,MAX4231AUT+T,MAX4231,Signal Chain,"High-Output-Drive, 10MHz, 10V/µs, Rail-to-Rail I/O Op Amps with Shutdown in SC70",PRODUCTION
14369,MAX4231AXT+,MAX4231,Signal Chain,"High-Output-Drive, 10MHz, 10V/µs, Rail-to-Rail I/O Op Amps with Shutdown in SC70",PRODUCTION
14370,MAX4231AXT+T,MAX4231,Signal Chain,"High-Output-Drive, 10MHz, 10V/µs, Rail-to-Rail I/O Op Amps with Shutdown in SC70",PRODUCTION
14371,MAX4231AYT+,MAX4231,Signal Chain,"High-Output-Drive, 10MHz, 10V/µs, Rail-to-Rail I/O Op Amps with Shutdown in SC70",PRODUCTION
14372,MAX4231AYT+T,MAX4231,Signal Chain,"High-Output-Drive, 10MHz, 10V/µs, Rail-to-Rail I/O Op Amps with Shutdown in SC70",PRODUCTION
14373,MAX4231EVKIT+,MAX4231EVKIT,Signal Chain,"Eval Kit MAX4231 (High-Output-Drive, 10MHz, 10V/µs, Rail-to-Rail I/O OpAmps with Shutdown in SC70)",PRODUCTION
14374,MAX4232AKA+,MAX4232,Signal Chain,"High-Output-Drive, 10MHz, 10V/µs, Rail-to-Rail I/O Op Amps with Shutdown in SC70",PRODUCTION
14375,MAX4232AKA+T,MAX4232,Signal Chain,"High-Output-Drive, 10MHz, 10V/µs, Rail-to-Rail I/O Op Amps with Shutdown in SC70",PRODUCTION
14376,MAX4232AKA+T10,MAX4232,Signal Chain,"High-Output-Drive, 10MHz, 10V/µs, Rail-to-Rail I/O Op Amps with Shutdownin SC70",PRODUCTION
14377,MAX4232AKA+TG069,MAX4232,Signal Chain,"High-Output-Drive, 10MHz, 10V/µs, Rail-to-Rail I/O Op Amps with Shutdown in SC70",PRODUCTION
14378,MAX4232AUA+,MAX4232,Signal Chain,"High-Output-Drive, 10MHz, 10V/µs, Rail-to-Rail I/O Op Amps with Shutdown in SC70",PRODUCTION
14379,MAX4232AUA+T,MAX4232,Signal Chain,"High-Output-Drive, 10MHz, 10V/µs, Rail-to-Rail I/O Op Amps with Shutdown in SC70",PRODUCTION
14380,MAX4232AUA/GG8,MAX4232,Signal Chain,"High-Output-Drive, 10MHz, 10V/us, Rail-to-Rail I/O Op Amps with Shutdown in SC70",PRODUCTION
14381,MAX4233ABC+,MAX4233,Signal Chain,"High-Output-Drive, 10MHz, 10V/µs, Rail-to-Rail I/O Op Amps with Shutdown in SC70",PRODUCTION
14382,MAX4233ABC+T,MAX4233,Signal Chain,"High-Output-Drive, 10MHz, 10V/µs, Rail-to-Rail I/O Op Amps with Shutdown in SC70",PRODUCTION
14383,MAX4233AUB+,MAX4233,Signal Chain,"High-Output-Drive, 10MHz, 10V/µs, Rail-to-Rail I/O Op Amps with Shutdown in SC70",PRODUCTION
14384,MAX4233AUB+T,MAX4233,Signal Chain,"High-Output-Drive, 10MHz, 10V/µs, Rail-to-Rail I/O Op Amps with Shutdown in SC70",PRODUCTION
14385,MAX4234ASD+,MAX4234,Signal Chain,"High-Output-Drive, 10MHz, 10V/µs, Rail-to-Rail I/O Op Amps with Shutdown in SC70",PRODUCTION
14386,MAX4234ASD+T,MAX4234,Signal Chain,"High-Output-Drive, 10MHz, 10V/µs, Rail-to-Rail I/O Op Amps with Shutdown",PRODUCTION
14387,MAX4234AUD+,MAX4234,Signal Chain,"High-Output-Drive, 10MHz, 10V/µs, Rail-to-Rail I/O Op Amps with Shutdown in SC70",PRODUCTION
14388,MAX4234AUD+T,MAX4234,Signal Chain,"High-Output-Drive, 10MHz, 10V/µs, Rail-to-Rail I/O Op Amps with Shutdown in SC70",PRODUCTION
14389,MAX4234AUD/V+,MAX4234,Core Automotive,"High-Output-Drive, 10MHz, 10V/µs, Rail-to-Rail I/O Op Amps with Shutdown",MATURE
14390,MAX4234AUD/V+T,MAX4234,Core Automotive,"High-Output-Drive, 10MHz, 10V/µs, Rail-to-Rail I/O Op Amps with Shutdown",MATURE
14391,MAX4236AESA+,MAX4236,Signal Chain,"SOT23, Very High Precision, 3V/5V Rail-to-Rail Op Amps",PRODUCTION
14392,MAX4236AESA+T,MAX4236,Signal Chain,"SOT23, Very High Precision, 3V/5V Rail-to-Rail Op Amps",PRODUCTION
14393,MAX4236BESA+,MAX4236,Signal Chain,"SOT23, Very High Precision, 3V/5V Rail-to-Rail Op Amps",PRODUCTION
14394,MAX4236BESA+T,MAX4236,Signal Chain,"SOT23, Very High Precision, 3V/5V Rail-to-Rail Op Amps",PRODUCTION
14395,MAX4236BEUA+,MAX4236,Signal Chain,"SOT23, Very High Precision, 3V/5V Rail-to-Rail Op Amps",PRODUCTION
14396,MAX4236BEUA+T,MAX4236,Signal Chain,"SOT23, Very High Precision, 3V/5V Rail-to-Rail Op Amps",PRODUCTION
14397,MAX4236EUT+,MAX4236,Signal Chain,"SOT23, Very High Precision, 3V/5V Rail-to-Rail Op Amps",PRODUCTION
14398,MAX4236EUT+T,MAX4236,Signal Chain,"SOT23, Very High Precision, 3V/5V Rail-to-Rail Op Amps",PRODUCTION
14399,MAX4237AESA+,MAX4237,Signal Chain,"SOT23, Very High Precision, 3V/5V Rail-to-Rail Op Amps",PRODUCTION
14400,MAX4237AEUA+,MAX4237,Signal Chain,"SOT23, Very High Precision, 3V/5V Rail-to-Rail Op Amps",PRODUCTION
14401,MAX4237BEUA+,MAX4237,Signal Chain,"SOT23, Very High Precision, 3V/5V Rail-to-Rail Op Amps",LAST TIME BUY
14402,MAX4237EUT+,MAX4237,Signal Chain,"SOT23, Very High Precision, 3V/5V Rail-to-Rail Op Amps",PRODUCTION
14403,MAX4237EUT+T,MAX4237,Signal Chain,"SOT23, Very High Precision, 3V/5V Rail-to-Rail Op Amps",PRODUCTION
14404,MAX4238ASA+,MAX4238,Signal Chain,"Ultra-Low Offset/Drift, Low-Noise, Precision SOT23 Amplifiers",PRODUCTION
14405,MAX4238ASA+T,MAX4238,Signal Chain,"Ultra-Low Offset/Drift, Low-Noise, Precision SOT23 Amplifiers",PRODUCTION
14406,MAX4238ATT+,MAX4238,Signal Chain,"Ultra-Low Offset/Drift, Low-Noise, Precision SOT23 Amplifiers",PRODUCTION
14407,MAX4238ATT+T,MAX4238,Signal Chain,"Ultra-Low Offset/Drift, Low-Noise, Precision SOT23 Amplifiers",PRODUCTION
14408,MAX4238AUT+,MAX4238,Signal Chain,"Ultra-Low Offset/Drift, Low-Noise, Precision SOT23 Amplifiers",PRODUCTION
14409,MAX4238AUT+T,MAX4238,Signal Chain,"Ultra-Low Offset/Drift, Low-Noise, Precision SOT23 Amplifiers",PRODUCTION
14410,MAX4238AUT/V+,MAX4238,Core Automotive,"Ultra-Low Offset/Drift, Low-Noise, Precision SOT23 Amplifiers",PRODUCTION
14411,MAX4238AUT/V+T,MAX4238,Core Automotive,"Ultra-Low Offset/Drift, Low-Noise, Precision SOT23 Amplifiers",PRODUCTION
14412,MAX4238EVKIT#,MAX4238,Signal Chain,"Evkit of Ultra-Low Offset/Drift, Low-Noise, Precision SOT23 Amplifiers",MATURE
14413,MAX4239ASA+,MAX4239,Signal Chain,"Ultra-Low Offset/Drift, Low-Noise, Precision SOT23 Amplifiers",PRODUCTION
14414,MAX4239ASA+T,MAX4239,Signal Chain,"Ultra-Low Offset/Drift, Low-Noise, Precision SOT23 Amplifiers",PRODUCTION
14415,MAX4239ATT+,MAX4239,Signal Chain,"Ultra-Low Offset/Drift, Low-Noise, Precision SOT23 Amplifiers",PRODUCTION
14416,MAX4239ATT+T,MAX4239,Signal Chain,"Ultra-Low Offset/Drift, Low-Noise, Precision SOT23 Amplifiers",PRODUCTION
14417,MAX4239AUT+,MAX4239,Signal Chain,"Ultra-Low Offset/Drift, Low-Noise, Precision SOT23 Amplifiers",PRODUCTION
14418,MAX4239AUT+T,MAX4239,Signal Chain,"Ultra-Low Offset/Drift, Low-Noise, Precision SOT23 Amplifiers",PRODUCTION
14419,MAX4239AUT/V+,MAX4239,Core Automotive,"Ultra-Low Offset/Drift, Low-Noise, Precision SOT23 Amplifiers",PRODUCTION
14420,MAX4239AUT/V+T,MAX4239,Core Automotive,"Ultra-Low Offset/Drift, Low-Noise, Precision SOT23 Amplifiers",PRODUCTION
14421,MAX4240EUK+,MAX4240,Signal Chain,"Single/Dual/Quad, +1.8V/10µA, SOT23, Beyond-the-Rails Op Amps",PRODUCTION
14422,MAX4240EUK+T,MAX4240,Signal Chain,"Single/Dual/Quad, +1.8V/10µA, SOT23, Beyond-the-Rails Op Amps",PRODUCTION
14423,MAX4241ESA+,MAX4241,Signal Chain,"Single/Dual/Quad, +1.8V/10µA, SOT23, Beyond-the-Rails Op Amps",PRODUCTION
14424,MAX4241EUA+,MAX4241,Signal Chain,"Single/Dual/Quad, +1.8V/10µA, SOT23, Beyond-the-Rails Op Amps",PRODUCTION
14425,MAX4241EUA+T,MAX4241,Signal Chain,"Single/Dual/Quad, +1.8V/10µA, SOT23, Beyond-the-Rails Op Amps",PRODUCTION
14426,MAX4242ESA+,MAX4242,Signal Chain,"Single/Dual/Quad, +1.8V/10µA, SOT23, Beyond-the-Rails Op Amps",PRODUCTION
14427,MAX4242ESA+T,MAX4242,Signal Chain,"Single/Dual/Quad, +1.8V/10µA, SOT23, Beyond-the-Rails Op Amps",PRODUCTION
14428,MAX4242EUA+,MAX4242,Signal Chain,"Single/Dual/Quad, +1.8V/10µA, SOT23, Beyond-the-Rails Op Amps",PRODUCTION
14429,MAX4242EUA+T,MAX4242,Signal Chain,"Single/Dual/Quad, +1.8V/10µA, SOT23, Beyond-the-Rails Op Amps",PRODUCTION
14430,MAX4243EUB+,MAX4243,Signal Chain,"Single/Dual/Quad, +1.8V/10µA, SOT23, Beyond-the-Rails Op Amps",PRODUCTION
14431,MAX4243EUB+T,MAX4243,Signal Chain,"Single/Dual/Quad, +1.8V/10uA, SOT23, Beyond-the-Rails Op Amps",PRODUCTION
14432,MAX4245AUT+,MAX4245,Signal Chain,"Ultra-Small, Rail-to-Rail I/O with Disable, Single/Dual-Supply, Low-Power Op Amps",PRODUCTION
14433,MAX4245AUT+T,MAX4245,Signal Chain,"Ultra-Small, Rail-to-Rail I/O with Disable, Single/Dual-Supply, Low-Power Op Amps",PRODUCTION
14434,MAX4245AXT+,MAX4245,Signal Chain,"Ultra-Small, Rail-to-Rail I/O with Disable, Single/Dual-Supply, Low-Power Op Amps",PRODUCTION
14435,MAX4245AXT+T,MAX4245,Signal Chain,"Ultra-Small, Rail-to-Rail I/O with Disable, Single/Dual-Supply, Low-Power Op Amps",PRODUCTION
14436,MAX4246AKA+,MAX4246,Signal Chain,"Ultra-Small, Rail-to-Rail I/O with Disable, Single/Dual-Supply, Low-Power Op Amps",PRODUCTION
14437,MAX4246AKA+T,MAX4246,Signal Chain,"Ultra-Small, Rail-to-Rail I/O with Disable, Single/Dual-Supply, Low-Power Op Amps",PRODUCTION
14438,MAX4246ASA+,MAX4246,Signal Chain,"Ultra-Small, Rail-to-Rail I/O with Disable, Single/Dual-Supply, Low-Power Op Amps",PRODUCTION
14439,MAX4246ASA+T,MAX4246,Signal Chain,"Ultra-Small, Rail-to-Rail I/O with Disable, Single/Dual-Supply, Low-Power Op Amps",PRODUCTION
14440,MAX4246AUA+,MAX4246,Signal Chain,"Ultra-Small, Rail-to-Rail I/O with Disable, Single/Dual-Supply, Low-Power Op Amps",PRODUCTION
14441,MAX4246AUA+T,MAX4246,Signal Chain,"Ultra-Small, Rail-to-Rail I/O with Disable, Single/Dual-Supply, Low-Power Op Amps",PRODUCTION
14442,MAX4247AUB+,MAX4247,Signal Chain,"Ultra-Small, Rail-to-Rail I/O with Disable, Single/Dual-Supply, Low-Power Op Amps",PRODUCTION
14443,MAX4247AUB+T,MAX4247,Signal Chain,"Ultra-Small, Rail-to-Rail I/O with Disable, Single/Dual-Supply, Low-Power Op Amps",PRODUCTION
14444,MAX4249ESD+,MAX4249,Signal Chain,"UCSP, Single-Supply, Low-Noise, Low-Distortion, Rail-to-Rail Op Amps",PRODUCTION
14445,MAX4249EUB+,MAX4249,Signal Chain,"UCSP, Single-Supply, Low-Noise, Low-Distortion, Rail-to-Rail Op Amps",PRODUCTION
14446,MAX4249EUB+T,MAX4249,Signal Chain,"UCSP, Single-Supply, Low-Noise, Low-Distortion, Rail-to-Rail Op Amps",PRODUCTION
14447,MAX4250AAUK+,MAX4250,Signal Chain,"UCSP, Single-Supply, Low-Noise, Low-Distortion, Rail-to-Rail Op Amps",PRODUCTION
14448,MAX4250AAUK+T,MAX4250,Signal Chain,"UCSP, Single-Supply, Low-Noise, Low-Distortion, Rail-to-Rail Op Amps",PRODUCTION
14449,MAX4250EUK+,MAX4250,Signal Chain,"UCSP, Single-Supply, Low-Noise, Low-Distortion, Rail-to-Rail Op Amps",PRODUCTION
14450,MAX4250EUK+T,MAX4250,Signal Chain,"UCSP, Single-Supply, Low-Noise, Low-Distortion, Rail-to-Rail Op Amps",PRODUCTION
14451,MAX4251ESA+,MAX4251,Signal Chain,"UCSP, Single-Supply, Low-Noise, Low-Distortion, Rail-to-Rail Op Amps",PRODUCTION
14452,MAX4251ESA+T,MAX4251,Signal Chain,"UCSP, Single-Supply, Low-Noise, Low-Distortion, Rail-to-Rail Op Amps",PRODUCTION
14453,MAX4251EUA+,MAX4251,Signal Chain,"UCSP, Single-Supply, Low-Noise, Low-Distortion, Rail-to-Rail Op Amps",PRODUCTION
14454,MAX4251EUA+T,MAX4251,Signal Chain,"Single-Supply, Low-Noise, Low-Distortion, Rail-to-Rail Op Amps",PRODUCTION
14455,MAX4252EBL+,MAX4252,Signal Chain,"UCSP, Single-Supply, Low-Noise, Low-Distortion, Rail-to-Rail Op Amps",PRODUCTION
14456,MAX4252EBL+G45,MAX4252,Signal Chain,"UCSP, Single-Supply, Low-Noise, Low-Distortion, Rail-to-Rail Op Amps",PRODUCTION
14457,MAX4252EBL+T,MAX4252,Signal Chain,"UCSP, Single-Supply, Low-Noise, Low-Distortion, Rail-to-Rail Op Amps",PRODUCTION
14458,MAX4252EBL+TG45,MAX4252,Signal Chain,"UCSP, Single-Supply, Low-Noise, Low-Distortion, Rail-to-Rail Op Amps",PRODUCTION
14459,MAX4252ESA+,MAX4252,Signal Chain,"UCSP, Single-Supply, Low-Noise, Low-Distortion, Rail-to-Rail Op Amps",PRODUCTION
14460,MAX4252ESA+T,MAX4252,Signal Chain,"UCSP, Single-Supply, Low-Noise, Low-Distortion, Rail-to-Rail Op Amps",PRODUCTION
14461,MAX4252EUA+,MAX4252,Signal Chain,"UCSP, Single-Supply, Low-Noise, Low-Distortion, Rail-to-Rail Op Amps",PRODUCTION
14462,MAX4252EUA+T,MAX4252,Signal Chain,"UCSP, Single-Supply, Low-Noise, Low-Distortion, Rail-to-Rail Op Amps",PRODUCTION
14463,MAX4253EBC+,MAX4253,Signal Chain,"UCSP, Single-Supply, Low-Noise, Low-Distortion, Rail-to-Rail Op Amps",PRODUCTION
14464,MAX4253EBC+T,MAX4253,Signal Chain,"UCSP, Single-Supply, Low-Noise, Low-Distortion, Rail-to-Rail Op Amps",PRODUCTION
14465,MAX4253EUB+,MAX4253,Signal Chain,"UCSP, Single-Supply, Low-Noise, Low-Distortion, Rail-to-Rail Op Amps",PRODUCTION
14466,MAX4253EUB+T,MAX4253,Signal Chain,"UCSP, Single-Supply, Low-Noise, Low-Distortion, Rail-to-Rail Op Amps",PRODUCTION
14467,MAX4255EUK+,MAX4255,Signal Chain,"UCSP, Single-Supply, Low-Noise, Low-Distortion, Rail-to-Rail Op Amps",PRODUCTION
14468,MAX4255EUK+T,MAX4255,Signal Chain,"UCSP, Single-Supply, Low-Noise, Low-Distortion, Rail-to-Rail Op Amps",PRODUCTION
14469,MAX4256ESA+,MAX4256,Signal Chain,"UCSP, Single-Supply, Low-Noise, Low-Distortion, Rail-to-Rail Op Amps",PRODUCTION
14470,MAX4256ESA+T,MAX4256,Signal Chain,"UCSP, Single-Supply, Low-Noise, Low-Distortion, Rail-to-Rail Op Amps",PRODUCTION
14471,MAX4256EUA+,MAX4256,Signal Chain,"UCSP, Single-Supply, Low-Noise, Low-Distortion, Rail-to-Rail Op Amps",LAST TIME BUY
14472,MAX4256EUA+T,MAX4256,Signal Chain,"UCSP, Single-Supply, Low-Noise, Low-Distortion, Rail-to-Rail Op Amps",PRODUCTION
14473,MAX4257ESA+,MAX4257,Signal Chain,"UCSP, Single-Supply, Low-Noise, Low-Distortion, Rail-to-Rail Op Amps",PRODUCTION
14474,MAX4257ESA+T,MAX4257,Signal Chain,"UCSP, Single-Supply, Low-Noise, Low-Distortion, Rail-to-Rail Op Amps",PRODUCTION
14475,MAX4257ESA/V+,MAX4257,Core Automotive,"UCSP, Single-Supply, Low-Noise, Low-Distortion, Rail-to-Rail Op Amps",PRODUCTION
14476,MAX4257ESA/V+T,MAX4257,Core Automotive,"UCSP, Single-Supply, Low-Noise, Low-Distortion, Rail-to-Rail Op Amps",PRODUCTION
14477,MAX4257EUA+,MAX4257,Signal Chain,"UCSP, Single-Supply, Low-Noise, Low-Distortion, Rail-to-Rail Op Amps",PRODUCTION
14478,MAX4257EUA+T,MAX4257,Signal Chain,"UCSP, Single-Supply, Low-Noise, Low-Distortion, Rail-to-Rail Op Amps",PRODUCTION
14479,MAX4265ESA+,MAX4265,Signal Chain,"Ultra-Low-Distortion, Single-Supply, 300MHz Op Amps with Enable",PRODUCTION
14480,MAX4265EUA+,MAX4265,Signal Chain,"Ultra-Low-Distortion, Single-Supply, 300MHz Op Amps with Enable",PRODUCTION
14481,MAX4265EUA+T,MAX4265,Signal Chain,"Ultra-Low-Distortion, Single-Supply, 300MHz Op Amps with Enable",PRODUCTION
14482,MAX4266EUA+,MAX4266,Signal Chain,"Ultra-Low-Distortion, Single-Supply, 300MHz Op Amps with Enable",PRODUCTION
14483,MAX4266EUA+T,MAX4266,Signal Chain,"Ultra-Low-Distortion, Single-Supply, 300MHz Op Amps with Enable",PRODUCTION
14484,MAX4271ESA+,MAX4271,Cloud Power,"3V to 12V, Current-Limiting, Hot Swap Controllers with Autoretry, DualSpeed/BiLevel Fault Protection",PRODUCTION
14485,MAX4271ESA+T,MAX4271,Cloud Power,"3V to 12V, Current-Limiting, Hot Swap Controllers with Autoretry, DualSpeed/BiLevel Fault Protection",PRODUCTION
14486,MAX4272ESA+,MAX4272,Cloud Power,"3V to 12V, Current-Limiting, Hot Swap Controllers with Autoretry, DualSpeed/BiLevel Fault Protection",PRODUCTION
14487,MAX4272ESA+T,MAX4272,Cloud Power,"3V to 12V, Current-Limiting, Hot Swap Controllers with Autoretry, DualSpeed/BiLevel Fault Protection",PRODUCTION
14488,MAX4273EEE+,MAX4273,Cloud Power,"3V to 12V, Current-Limiting, Hot Swap Controllers with Autoretry, DualSpeed/BiLevel Fault Protection",PRODUCTION
14489,MAX4273EEE+T,MAX4273,Cloud Power,"3V to 12V, Current-Limiting, Hot Swap Controllers with Autoretry, DualSpeed/BiLevel Fault Protection",PRODUCTION
14490,MAX4273ESE+,MAX4273,Cloud Power,"3V to 12V, Current-Limiting, Hot Swap Controllers with Autoretry, DualSpeed/BiLevel Fault Protection",PRODUCTION
14491,MAX4273ESE+T,MAX4273,Cloud Power,"3V to 12V, Current-Limiting, Hot Swap Controllers with Autoretry, DualSpeed/BiLevel Fault Protection",PRODUCTION
14492,MAX4273EVKIT,MAX4273EVKIT,Cloud Power,"Eval Kit MAX4273 (3V to 12V, Current-Limiting, Hot Swap Controllers withAutoretry, DualSpeed/BiLevel",PRODUCTION
14493,MAX4281EUK+,MAX4281,Signal Chain,"SOT23, Rail-to-Rail, Fixed-Gain GainAmps/Open-Loop Op Amps",PRODUCTION
14494,MAX4281EUK+T,MAX4281,Signal Chain,"SOT23, Rail-to-Rail, Fixed-Gain GainAmps/Open-Loop Op Amps",PRODUCTION
14495,MAX4282ESA+,MAX4282,Signal Chain,"SOT23, Rail-to-Rail, Fixed-Gain GainAmps/Open-Loop Op Amps",PRODUCTION
14496,MAX4282EUA+,MAX4282,Signal Chain,"SOT23, Rail-to-Rail, Fixed-Gain GainAmps/Open-Loop Op Amps",PRODUCTION
14497,MAX4285ESA+,MAX4285,Signal Chain,"+3V/+5V, 250MHz, SOT23 ADC Buffer Amplifiers with High-Speed Disable",PRODUCTION
14498,MAX4285EUT+,MAX4285,Signal Chain,"+3V/+5V, 250MHz, SOT23 ADC Buffer Amplifiers with High-Speed Disable",PRODUCTION
14499,MAX4285EUT+T,MAX4285,Signal Chain,"+3V/+5V, 250MHz, SOT23 ADC Buffer Amplifiers with High-Speed Disable",PRODUCTION
14500,MAX4289ESA+,MAX4289,Signal Chain,"1.0V Micropower, SOT23, Operational Amplifier",PRODUCTION
14501,MAX4289ESA+T,MAX4289,Signal Chain,"1.0V Micropower, SOT23, Operational Amplifier",PRODUCTION
14502,MAX4289EUT+,MAX4289,Signal Chain,"1.0V Micropower, SOT23, Operational Amplifier",PRODUCTION
14503,MAX4289EUT+T,MAX4289,Signal Chain,"1.0V Micropower, SOT23, Operational Amplifier",PRODUCTION
14504,MAX4291EUK+,MAX4291,Signal Chain,"Ultra-Small, +1.8V, µPower, Rail-to-Rail I/O Op Amps",PRODUCTION
14505,MAX4291EUK+T,MAX4291,Signal Chain,"Ultra-Small, +1.8V, µPower, Rail-to-Rail I/O Op Amps",PRODUCTION
14506,MAX4291EXK+,MAX4291,Signal Chain,"Ultra-Small, +1.8V, µPower, Rail-to-Rail I/O Op Amps",PRODUCTION
14507,MAX4291EXK+T,MAX4291,Signal Chain,"Ultra-Small, +1.8V, µPower, Rail-to-Rail I/O Op Amps",PRODUCTION
14508,MAX4292EBL+,MAX4292,Signal Chain,"Ultra-Small, +1.8V, µPower, Rail-to-Rail I/O Op Amps",PRODUCTION
14509,MAX4292EBL+T,MAX4292,Signal Chain,"Ultra-Small, +1.8V, µPower, Rail-to-Rail I/O Op Amps",PRODUCTION
14510,MAX4292ESA+,MAX4292,Signal Chain,"Ultra-Small, +1.8V, µPower, Rail-to-Rail I/O Op Amps",PRODUCTION
14511,MAX4292ESA+T,MAX4292,Signal Chain,"Ultra-Small, +1.8V, µPower, Rail-to-Rail I/O Op Amps",PRODUCTION
14512,MAX4292EUA+,MAX4292,Signal Chain,"Ultra-Small, +1.8V, µPower, Rail-to-Rail I/O Op Amps",PRODUCTION
14513,MAX4292EUA+T,MAX4292,Signal Chain,"Ultra-Small, +1.8V, µPower, Rail-to-Rail I/O Op Amps",PRODUCTION
14514,MAX4294ESD+,MAX4294,Signal Chain,"Ultra-Small, +1.8V, µPower, Rail-to-Rail I/O Op Amps",PRODUCTION
14515,MAX4294ESD+T,MAX4294,Signal Chain,"Ultra-Small, +1.8V, µPower, Rail-to-Rail I/O Op Amps",PRODUCTION
14516,MAX4294EUD+,MAX4294,Signal Chain,"Ultra-Small, +1.8V, µPower, Rail-to-Rail I/O Op Amps",PRODUCTION
14517,MAX4294EUD+T,MAX4294,Signal Chain,"Ultra-Small, +1.8V, µPower, Rail-to-Rail I/O Op Amps",PRODUCTION
14518,MAX4295EEE+,MAX4295,Audio,"Mono, 2W, Switch-Mode (Class D) Audio Power Amplifier",PRODUCTION
14519,MAX4295EEE+T,MAX4295,Audio,"Mono, 2W, Switch-Mode (Class D) Audio Power Amplifier",PRODUCTION
14520,MAX4295ESE+,MAX4295,Audio,"Mono, 2W, Switch-Mode (Class D) Audio Power Amplifier",PRODUCTION
14521,MAX4295ESE+T,MAX4295,Audio,"Mono, 2W, Switch-Mode (Class D) Audio Power Amplifier",PRODUCTION
14522,MAX4295EVKIT,MAX4295EVKIT,Audio,"Eval Kit MAX4295 (Mono, 2W, Switch-Mode (Class D) Audio Power Amplifier)",PRODUCTION
14523,MAX4298ESD+,MAX4298,Audio,Ultra-High PSRR Stereo Drivers + Microphone Amp + 100mA Linear Regulator,PRODUCTION
14524,MAX4298ESD+T,MAX4298,Audio,Ultra-High PSRR Stereo Drivers + Microphone Amp + 100mA Linear Regulator,PRODUCTION
14525,MAX4298EUB+,MAX4298,Audio,Ultra-High PSRR Stereo Drivers + Microphone Amp + 100mA Linear Regulator,PRODUCTION
14526,MAX4298EUB+T,MAX4298,Audio,Ultra-High PSRR Stereo Drivers + Microphone Amp + 100mA Linear Regulator,PRODUCTION
14527,MAX4304ESA+,MAX4304,Signal Chain,"740MHz, Low-Noise, Low-Distortion Op Amps in SOT23-5",PRODUCTION
14528,MAX4304ESA+T,MAX4304,Signal Chain,"740MHz, Low-Noise, Low-Distortion Op Amps in SOT23-5    OA80Y-2Z",PRODUCTION
14529,MAX4304EUK+,MAX4304,Signal Chain,"740MHz, Low-Noise, Low-Distortion Op Amps in SOT23-5",PRODUCTION
14530,MAX4304EUK+T,MAX4304,Signal Chain,"740MHz, Low-Noise, Low-Distortion Op Amps in SOT23-5",PRODUCTION
14531,MAX4305ESA+,MAX4305,Signal Chain,"740MHz, Low-Noise, Low-Distortion Op Amps in SOT23-5",PRODUCTION
14532,MAX4305ESA+T,MAX4305,Signal Chain,"740MHz, Low-Noise, Low-Distortion Op Amps in SOT23-5",PRODUCTION
14533,MAX4305EUK+,MAX4305,Signal Chain,"740MHz, Low-Noise, Low-Distortion Op Amps in SOT23-5",PRODUCTION
14534,MAX4305EUK+T,MAX4305,Signal Chain,"740MHz, Low-Noise, Low-Distortion Op Amps in SOT23-5",PRODUCTION
14535,MAX4310ESA+,MAX4310,Signal Chain,"High-Speed, Low-Power, Single-Supply Multichannel, Video Multiplexer-Amplifiers",PRODUCTION
14536,MAX4310ESA+T,MAX4310,Signal Chain,"High-Speed, Low-Power, Single-Supply Multichannel, Video Multiplexer-Amplifiers",PRODUCTION
14537,MAX4310EUA+,MAX4310,Signal Chain,"High-Speed, Low-Power, Single-Supply Multichannel, Video Multiplexer-Amplifiers",PRODUCTION
14538,MAX4310EUA+T,MAX4310,Signal Chain,"High-Speed, Low-Power, Single-Supply Multichannel, Video Multiplexer-Amplifiers",PRODUCTION
